City,County,Year,Month,Temp
Two Harbors,Lake,2008,9,54.4
Two Harbors,Lake,2008,10,43.3
Two Harbors,Lake,2008,11,28
Two Harbors,Lake,2008,12,6.7
Two Harbors,Lake,2009,1,3.1
Two Harbors,Lake,2009,2,14.5
Two Harbors,Lake,2009,3,23.7
Two Harbors,Lake,2009,4,39.1
Two Harbors,Lake,2009,5,50
Two Harbors,Lake,2009,6,58.3
Two Harbors,Lake,2009,7,60.6
Two Harbors,Lake,2009,8,60.7
Two Harbors,Lake,2009,9,58.8
Two Harbors,Lake,2009,10,38.3
Two Harbors,Lake,2009,11,35.7
Two Harbors,Lake,2009,12,11.7
Two Harbors,Lake,2010,1,10.8
Two Harbors,Lake,2010,2,16
Two Harbors,Lake,2010,3,36.7
Two Harbors,Lake,2010,4,44.6
Two Harbors,Lake,2010,5,52.8
Two Harbors,Lake,2010,6,59.4
Two Harbors,Lake,2010,7,67.2
Two Harbors,Lake,2010,8,66
Two Harbors,Lake,2010,9,50.7
Two Harbors,Lake,2010,10,45.2
Two Harbors,Lake,2010,11,29.3
Two Harbors,Lake,2010,12,12.5
Two Harbors,Lake,2011,1,6.7
Two Harbors,Lake,2011,2,13.9
Two Harbors,Lake,2011,3,22.4
Two Harbors,Lake,2011,4,38.9
Two Harbors,Lake,2011,5,49.4
Two Harbors,Lake,2011,6,57.6
Two Harbors,Lake,2011,7,68.5
Two Harbors,Lake,2011,8,65
Two Harbors,Lake,2011,9,54.3
Two Harbors,Lake,2011,10,45.5
Two Harbors,Lake,2011,11,30.7
Two Harbors,Lake,2011,12,20.2
Two Harbors,Lake,2012,1,16.6
Two Harbors,Lake,2012,2,21.4
Two Harbors,Lake,2012,3,37.3
Two Harbors,Lake,2012,4,40.5
Two Harbors,Lake,2012,5,53.1
Two Harbors,Lake,2012,6,62.3
Two Harbors,Lake,2012,7,69.2
Two Harbors,Lake,2012,8,63.6
Two Harbors,Lake,2012,9,53.1
Two Harbors,Lake,2012,10,40
Two Harbors,Lake,2012,11,28.5
Two Harbors,Lake,2012,12,17.4
Two Harbors,Lake,2013,1,9.9
Two Harbors,Lake,2013,2,12.5
Two Harbors,Lake,2013,3,19.6
Two Harbors,Lake,2013,4,32.1
Two Harbors,Lake,2013,5,47.4
Two Harbors,Lake,2013,6,58.4
Two Harbors,Lake,2013,7,63.7
Two Harbors,Lake,2013,8,64.2
Two Harbors,Lake,2013,9,55.7
Two Harbors,Lake,2013,10,42.6
Two Harbors,Lake,2013,11,27
Two Harbors,Lake,2013,12,3.3
Two Harbors,Lake,2014,1,0.3
Two Harbors,Lake,2014,2,3.2
Two Harbors,Lake,2014,3,16.6
Two Harbors,Lake,2014,4,34
Two Harbors,Lake,2014,5,50.1
Two Harbors,Lake,2014,6,59.1
Two Harbors,Lake,2014,7,63.5
Two Harbors,Lake,2014,8,61.5
Two Harbors,Lake,2014,9,54.8
Two Harbors,Lake,2014,10,42.2
Two Harbors,Lake,2014,11,20.6
Two Harbors,Lake,2014,12,20.1
Two Harbors,Lake,2015,1,11.2
Two Harbors,Lake,2015,2,2.8
Two Harbors,Lake,2015,3,28.7
Two Harbors,Lake,2015,4,40.1
Two Harbors,Lake,2015,5,50.2
Two Harbors,Lake,2015,6,59.3
Two Harbors,Lake,2015,7,66.3
Two Harbors,Lake,2015,8,63
Two Harbors,Lake,2015,9,59.8
Two Harbors,Lake,2015,10,44.2
Two Harbors,Lake,2015,11,34.3
Two Harbors,Lake,2015,12,25.5
Two Harbors,Lake,2016,1,12.5
Two Harbors,Lake,2016,2,16
Two Harbors,Lake,2016,3,30.5
Two Harbors,Lake,2016,4,35.9
Two Harbors,Lake,2016,5,52.1
Two Harbors,Lake,2016,6,59.7
Two Harbors,Lake,2016,7,65.5
Two Harbors,Lake,2016,8,65
Two Harbors,Lake,2016,9,57.5
Two Harbors,Lake,2016,10,46
Two Harbors,Lake,2016,11,37.9
Two Harbors,Lake,2016,12,14.5
Wadena,Wadena,2007,1,13.7
Wadena,Wadena,2007,2,6.7
Wadena,Wadena,2007,3,29.7
Wadena,Wadena,2007,4,39.4
Wadena,Wadena,2007,5,57.2
Wadena,Wadena,2007,6,66.7
Wadena,Wadena,2007,7,69.9
Wadena,Wadena,2007,8,65.1
Wadena,Wadena,2007,9,58.3
Wadena,Wadena,2007,10,47.8
Wadena,Wadena,2007,11,29.2
Wadena,Wadena,2007,12,9.4
Wadena,Wadena,2008,1,5
Wadena,Wadena,2008,2,7.4
Wadena,Wadena,2008,3,20.8
Wadena,Wadena,2008,4,37.3
Wadena,Wadena,2008,5,50.1
Wadena,Wadena,2008,6,61.8
Wadena,Wadena,2008,7,67.2
Wadena,Wadena,2008,8,65.9
Wadena,Wadena,2008,9,57.6
Wadena,Wadena,2008,10,44
Wadena,Wadena,2008,11,30.4
Wadena,Wadena,2008,12,4.7
Wadena,Wadena,2009,1,-1.5
Wadena,Wadena,2009,2,11.5
Wadena,Wadena,2009,3,21.2
Wadena,Wadena,2009,4,39.3
Wadena,Wadena,2009,5,52.3
Wadena,Wadena,2009,6,61.2
Wadena,Wadena,2009,7,62.9
Wadena,Wadena,2009,8,63
Wadena,Wadena,2009,9,61.3
Wadena,Wadena,2009,10,38
Wadena,Wadena,2009,11,36.7
Wadena,Wadena,2009,12,11.4
Wadena,Wadena,2010,1,7
Wadena,Wadena,2010,2,10.6
Wadena,Wadena,2010,3,35.1
Wadena,Wadena,2010,4,48.5
Wadena,Wadena,2010,5,54.5
Wadena,Wadena,2010,6,62.8
Wadena,Wadena,2010,7,69.1
Wadena,Wadena,2010,8,68.3
Wadena,Wadena,2010,9,53.4
Wadena,Wadena,2010,10,48.1
Wadena,Wadena,2010,11,29
Wadena,Wadena,2010,12,11.1
Wadena,Wadena,2011,1,4
Wadena,Wadena,2011,2,11.6
Wadena,Wadena,2011,3,20.1
Wadena,Wadena,2011,4,40.8
Wadena,Wadena,2011,5,53
Wadena,Wadena,2011,6,62.4
Wadena,Wadena,2011,7,71.6
Wadena,Wadena,2011,8,66.5
Wadena,Wadena,2011,9,56.3
Wadena,Wadena,2011,10,49.3
Wadena,Wadena,2011,11,31.7
Wadena,Wadena,2011,12,22.6
Wadena,Wadena,2012,1,17.7
Wadena,Wadena,2012,2,20.2
Wadena,Wadena,2012,3,39.1
Wadena,Wadena,2012,4,44.7
Wadena,Wadena,2012,5,57
Wadena,Wadena,2012,6,65.9
Wadena,Wadena,2012,7,72.8
Wadena,Wadena,2012,8,65.9
Wadena,Wadena,2012,9,56.8
Wadena,Wadena,2012,10,42.2
Wadena,Wadena,2012,11,30.3
Wadena,Wadena,2012,12,15.5
Wadena,Wadena,2013,1,9.6
Wadena,Wadena,2013,2,10.9
Wadena,Wadena,2013,3,17.4
Wadena,Wadena,2013,4,31.3
Wadena,Wadena,2013,5,53.3
Wadena,Wadena,2013,6,63.5
Wadena,Wadena,2013,7,69
Wadena,Wadena,2013,8,67.6
Wadena,Wadena,2013,9,60.8
Wadena,Wadena,2013,10,44
Wadena,Wadena,2013,11,26.7
Wadena,Wadena,2013,12,3.4
Wadena,Wadena,2014,1,0.8
Wadena,Wadena,2014,2,M
Wadena,Wadena,2014,3,19
Wadena,Wadena,2014,4,36.7
Wadena,Wadena,2014,5,54
Wadena,Wadena,2014,6,64.9
Wadena,Wadena,2014,7,66.4
Wadena,Wadena,2014,8,66.1
Wadena,Wadena,2014,9,M
Wadena,Wadena,2014,10,M
Wadena,Wadena,2014,11,M
Wadena,Wadena,2014,12,M
Wadena,Wadena,2015,1,M
Wadena,Wadena,2015,2,M
Wadena,Wadena,2015,3,M
Wadena,Wadena,2015,4,M
Wadena,Wadena,2015,5,M
Wadena,Wadena,2015,6,M
Wadena,Wadena,2015,7,M
Wadena,Wadena,2015,8,M
Wadena,Wadena,2015,9,M
Wadena,Wadena,2015,10,M
Wadena,Wadena,2015,11,M
Wadena,Wadena,2015,12,M
Wadena,Wadena,2016,1,M
Wadena,Wadena,2016,2,M
Wadena,Wadena,2016,3,M
Wadena,Wadena,2016,4,M
Wadena,Wadena,2016,5,M
Wadena,Wadena,2016,6,M
Wadena,Wadena,2016,7,M
Wadena,Wadena,2016,8,M
Wadena,Wadena,2016,9,M
Wadena,Wadena,2016,10,M
Wadena,Wadena,2016,11,M
Wadena,Wadena,2016,12,M
Worthington,Nobles,2007,1,16.8
Worthington,Nobles,2007,2,10.3
Worthington,Nobles,2007,3,35.6
Worthington,Nobles,2007,4,42.2
Worthington,Nobles,2007,5,62.4
Worthington,Nobles,2007,6,70
Worthington,Nobles,2007,7,72.9
Worthington,Nobles,2007,8,69.6
Worthington,Nobles,2007,9,62.3
Worthington,Nobles,2007,10,52.5
Worthington,Nobles,2007,11,33.7
Worthington,Nobles,2007,12,15.5
Worthington,Nobles,2008,1,11.8
Worthington,Nobles,2008,2,11.9
Worthington,Nobles,2008,3,26.4
Worthington,Nobles,2008,4,40.8
Worthington,Nobles,2008,5,53.9
Worthington,Nobles,2008,6,67.1
Worthington,Nobles,2008,7,72
Worthington,Nobles,2008,8,69.1
Worthington,Nobles,2008,9,61
Worthington,Nobles,2008,10,48.3
Worthington,Nobles,2008,11,33
Worthington,Nobles,2008,12,12.7
Worthington,Nobles,2009,1,9.1
Worthington,Nobles,2009,2,20.2
Worthington,Nobles,2009,3,29.9
Worthington,Nobles,2009,4,42.6
Worthington,Nobles,2009,5,57.2
Worthington,Nobles,2009,6,65.1
Worthington,Nobles,2009,7,66.7
Worthington,Nobles,2009,8,66.2
Worthington,Nobles,2009,9,62.7
Worthington,Nobles,2009,10,40.8
Worthington,Nobles,2009,11,40.4
Worthington,Nobles,2009,12,13.5
Worthington,Nobles,2010,1,8.8
Worthington,Nobles,2010,2,12.9
Worthington,Nobles,2010,3,33.9
Worthington,Nobles,2010,4,51.6
Worthington,Nobles,2010,5,57.1
Worthington,Nobles,2010,6,67.7
Worthington,Nobles,2010,7,72.5
Worthington,Nobles,2010,8,73.3
Worthington,Nobles,2010,9,58.8
Worthington,Nobles,2010,10,51.8
Worthington,Nobles,2010,11,33.1
Worthington,Nobles,2010,12,12.3
Worthington,Nobles,2011,1,7.8
Worthington,Nobles,2011,2,15.6
Worthington,Nobles,2011,3,26.2
Worthington,Nobles,2011,4,42.5
Worthington,Nobles,2011,5,55.3
Worthington,Nobles,2011,6,66.5
Worthington,Nobles,2011,7,76.6
Worthington,Nobles,2011,8,69.6
Worthington,Nobles,2011,9,58.5
Worthington,Nobles,2011,10,52
Worthington,Nobles,2011,11,35
Worthington,Nobles,2011,12,24.7
Worthington,Nobles,2012,1,21.6
Worthington,Nobles,2012,2,24.2
Worthington,Nobles,2012,3,45.7
Worthington,Nobles,2012,4,49.2
Worthington,Nobles,2012,5,62
Worthington,Nobles,2012,6,69.9
Worthington,Nobles,2012,7,78.1
Worthington,Nobles,2012,8,69.1
Worthington,Nobles,2012,9,60.6
Worthington,Nobles,2012,10,44.4
Worthington,Nobles,2012,11,34.6
Worthington,Nobles,2012,12,20.3
Worthington,Nobles,2013,1,15.3
Worthington,Nobles,2013,2,17.7
Worthington,Nobles,2013,3,24.1
Worthington,Nobles,2013,4,35.6
Worthington,Nobles,2013,5,54.7
Worthington,Nobles,2013,6,66.8
Worthington,Nobles,2013,7,72.1
Worthington,Nobles,2013,8,69
Worthington,Nobles,2013,9,64.3
Worthington,Nobles,2013,10,47.8
Worthington,Nobles,2013,11,29.7
Worthington,Nobles,2013,12,10.8
Worthington,Nobles,2014,1,9.2
Worthington,Nobles,2014,2,8.7
Worthington,Nobles,2014,3,24.9
Worthington,Nobles,2014,4,43.2
Worthington,Nobles,2014,5,56.5
Worthington,Nobles,2014,6,67.4
Worthington,Nobles,2014,7,67.2
Worthington,Nobles,2014,8,67.9
Worthington,Nobles,2014,9,60.5
Worthington,Nobles,2014,10,48.7
Worthington,Nobles,2014,11,23.8
Worthington,Nobles,2014,12,22.8
Worthington,Nobles,2015,1,17.8
Worthington,Nobles,2015,2,11.3
Worthington,Nobles,2015,3,34.5
Worthington,Nobles,2015,4,47.7
Worthington,Nobles,2015,5,55.9
Worthington,Nobles,2015,6,67.1
Worthington,Nobles,2015,7,70.2
Worthington,Nobles,2015,8,66.5
Worthington,Nobles,2015,9,65.3
Worthington,Nobles,2015,10,50.6
Worthington,Nobles,2015,11,37.7
Worthington,Nobles,2015,12,26
Worthington,Nobles,2016,1,14.5
Worthington,Nobles,2016,2,23.5
Worthington,Nobles,2016,3,37.7
Worthington,Nobles,2016,4,46.7
Worthington,Nobles,2016,5,57.4
Worthington,Nobles,2016,6,69.9
Worthington,Nobles,2016,7,70.5
Worthington,Nobles,2016,8,69.6
Worthington,Nobles,2016,9,63.2
Worthington,Nobles,2016,10,50
Worthington,Nobles,2016,11,42
Worthington,Nobles,2016,12,17.4
Austin,Mower,2007,1,16.4
Austin,Mower,2007,2,8.4
Austin,Mower,2007,3,33.6
Austin,Mower,2007,4,43
Austin,Mower,2007,5,60.6
Austin,Mower,2007,6,67.4
Austin,Mower,2007,7,69.4
Austin,Mower,2007,8,68.5
Austin,Mower,2007,9,60.3
Austin,Mower,2007,10,52.2
Austin,Mower,2007,11,32.4
Austin,Mower,2007,12,14.8
Austin,Mower,2008,1,10.1
Austin,Mower,2008,2,11.9
Austin,Mower,2008,3,26.3
Austin,Mower,2008,4,40.9
Austin,Mower,2008,5,54.6
Austin,Mower,2008,6,66.4
Austin,Mower,2008,7,70.9
Austin,Mower,2008,8,67.8
Austin,Mower,2008,9,61.4
Austin,Mower,2008,10,47.4
Austin,Mower,2008,11,33.6
Austin,Mower,2008,12,12.6
Austin,Mower,2009,1,5.3
Austin,Mower,2009,2,19.6
Austin,Mower,2009,3,30.8
Austin,Mower,2009,4,44.7
Austin,Mower,2009,5,56.3
Austin,Mower,2009,6,64.7
Austin,Mower,2009,7,65.4
Austin,Mower,2009,8,65.2
Austin,Mower,2009,9,61.9
Austin,Mower,2009,10,41.7
Austin,Mower,2009,11,39.9
Austin,Mower,2009,12,15.8
Austin,Mower,2010,1,8.7
Austin,Mower,2010,2,12.5
Austin,Mower,2010,3,34.7
Austin,Mower,2010,4,51.4
Austin,Mower,2010,5,57.3
Austin,Mower,2010,6,66.2
Austin,Mower,2010,7,72
Austin,Mower,2010,8,72.4
Austin,Mower,2010,9,58.5
Austin,Mower,2010,10,50.9
Austin,Mower,2010,11,32.8
Austin,Mower,2010,12,13.7
Austin,Mower,2011,1,8.8
Austin,Mower,2011,2,15.5
Austin,Mower,2011,3,26.6
Austin,Mower,2011,4,42.4
Austin,Mower,2011,5,55.7
Austin,Mower,2011,6,67.7
Austin,Mower,2011,7,75.2
Austin,Mower,2011,8,69.6
Austin,Mower,2011,9,58.7
Austin,Mower,2011,10,51.1
Austin,Mower,2011,11,36.1
Austin,Mower,2011,12,24
Austin,Mower,2012,1,20.4
Austin,Mower,2012,2,25.6
Austin,Mower,2012,3,46.4
Austin,Mower,2012,4,46.5
Austin,Mower,2012,5,61.5
Austin,Mower,2012,6,68.9
Austin,Mower,2012,7,76.9
Austin,Mower,2012,8,67.6
Austin,Mower,2012,9,59.6
Austin,Mower,2012,10,45.1
Austin,Mower,2012,11,35.3
Austin,Mower,2012,12,22.4
Austin,Mower,2013,1,14.3
Austin,Mower,2013,2,19.7
Austin,Mower,2013,3,23.8
Austin,Mower,2013,4,38.8
Austin,Mower,2013,5,55
Austin,Mower,2013,6,66.5
Austin,Mower,2013,7,71.1
Austin,Mower,2013,8,70
Austin,Mower,2013,9,64.1
Austin,Mower,2013,10,47.9
Austin,Mower,2013,11,30.2
Austin,Mower,2013,12,13.2
Austin,Mower,2014,1,6.1
Austin,Mower,2014,2,6.5
Austin,Mower,2014,3,22.9
Austin,Mower,2014,4,42.1
Austin,Mower,2014,5,56.8
Austin,Mower,2014,6,68.7
Austin,Mower,2014,7,67.9
Austin,Mower,2014,8,70.9
Austin,Mower,2014,9,60
Austin,Mower,2014,10,48
Austin,Mower,2014,11,24.4
Austin,Mower,2014,12,23.9
Austin,Mower,2015,1,16.4
Austin,Mower,2015,2,8.5
Austin,Mower,2015,3,31.2
Austin,Mower,2015,4,47.2
Austin,Mower,2015,5,57.4
Austin,Mower,2015,6,67.6
Austin,Mower,2015,7,70.1
Austin,Mower,2015,8,66.9
Austin,Mower,2015,9,66.5
Austin,Mower,2015,10,50.4
Austin,Mower,2015,11,39.3
Austin,Mower,2015,12,29.7
Austin,Mower,2016,1,14.1
Austin,Mower,2016,2,22.6
Austin,Mower,2016,3,37.8
Austin,Mower,2016,4,47
Austin,Mower,2016,5,57.7
Austin,Mower,2016,6,69.9
Austin,Mower,2016,7,71.6
Austin,Mower,2016,8,70.5
Austin,Mower,2016,9,64.8
Austin,Mower,2016,10,51.7
Austin,Mower,2016,11,42.8
Austin,Mower,2016,12,19.3
Caledonia,Houston,2007,1,19.7
Caledonia,Houston,2007,2,10
Caledonia,Houston,2007,3,34.7
Caledonia,Houston,2007,4,43.7
Caledonia,Houston,2007,5,61.1
Caledonia,Houston,2007,6,67.9
Caledonia,Houston,2007,7,70.8
Caledonia,Houston,2007,8,70.1
Caledonia,Houston,2007,9,62.5
Caledonia,Houston,2007,10,53.8
Caledonia,Houston,2007,11,32.9
Caledonia,Houston,2007,12,16.6
Caledonia,Houston,2008,1,12.2
Caledonia,Houston,2008,2,12.1
Caledonia,Houston,2008,3,26.9
Caledonia,Houston,2008,4,42.8
Caledonia,Houston,2008,5,54.5
Caledonia,Houston,2008,6,66.3
Caledonia,Houston,2008,7,70.7
Caledonia,Houston,2008,8,67.6
Caledonia,Houston,2008,9,61.7
Caledonia,Houston,2008,10,48.2
Caledonia,Houston,2008,11,34.4
Caledonia,Houston,2008,12,12.3
Caledonia,Houston,2009,1,5.9
Caledonia,Houston,2009,2,21.2
Caledonia,Houston,2009,3,32
Caledonia,Houston,2009,4,44.4
Caledonia,Houston,2009,5,56.3
Caledonia,Houston,2009,6,65.5
Caledonia,Houston,2009,7,65.4
Caledonia,Houston,2009,8,65.9
Caledonia,Houston,2009,9,61.5
Caledonia,Houston,2009,10,42.2
Caledonia,Houston,2009,11,40.9
Caledonia,Houston,2009,12,18.4
Caledonia,Houston,2010,1,12.5
Caledonia,Houston,2010,2,18.3
Caledonia,Houston,2010,3,38
Caledonia,Houston,2010,4,51.7
Caledonia,Houston,2010,5,58.2
Caledonia,Houston,2010,6,67.4
Caledonia,Houston,2010,7,72.7
Caledonia,Houston,2010,8,71.9
Caledonia,Houston,2010,9,59
Caledonia,Houston,2010,10,51.8
Caledonia,Houston,2010,11,35.1
Caledonia,Houston,2010,12,15
Caledonia,Houston,2011,1,11.9
Caledonia,Houston,2011,2,18.7
Caledonia,Houston,2011,3,28.9
Caledonia,Houston,2011,4,43
Caledonia,Houston,2011,5,56.1
Caledonia,Houston,2011,6,67
Caledonia,Houston,2011,7,75
Caledonia,Houston,2011,8,69.2
Caledonia,Houston,2011,9,57.8
Caledonia,Houston,2011,10,51.1
Caledonia,Houston,2011,11,37.3
Caledonia,Houston,2011,12,25.3
Caledonia,Houston,2012,1,20.7
Caledonia,Houston,2012,2,26.7
Caledonia,Houston,2012,3,47.3
Caledonia,Houston,2012,4,46.8
Caledonia,Houston,2012,5,62.1
Caledonia,Houston,2012,6,68.9
Caledonia,Houston,2012,7,76.9
Caledonia,Houston,2012,8,68.2
Caledonia,Houston,2012,9,59.3
Caledonia,Houston,2012,10,45.9
Caledonia,Houston,2012,11,35.8
Caledonia,Houston,2012,12,24.3
Caledonia,Houston,2013,1,18.3
Caledonia,Houston,2013,2,17.5
Caledonia,Houston,2013,3,24.2
Caledonia,Houston,2013,4,38.7
Caledonia,Houston,2013,5,M
Caledonia,Houston,2013,6,65.3
Caledonia,Houston,2013,7,70.5
Caledonia,Houston,2013,8,68.7
Caledonia,Houston,2013,9,62.7
Caledonia,Houston,2013,10,47.6
Caledonia,Houston,2013,11,30.7
Caledonia,Houston,2013,12,13.2
Caledonia,Houston,2014,1,7.3
Caledonia,Houston,2014,2,6.9
Caledonia,Houston,2014,3,22.3
Caledonia,Houston,2014,4,42.1
Caledonia,Houston,2014,5,57
Caledonia,Houston,2014,6,69.1
Caledonia,Houston,2014,7,67.4
Caledonia,Houston,2014,8,70.1
Caledonia,Houston,2014,9,60.3
Caledonia,Houston,2014,10,47
Caledonia,Houston,2014,11,25.5
Caledonia,Houston,2014,12,25.2
Caledonia,Houston,2015,1,16.1
Caledonia,Houston,2015,2,7.9
Caledonia,Houston,2015,3,31
Caledonia,Houston,2015,4,47.6
Caledonia,Houston,2015,5,58.2
Caledonia,Houston,2015,6,66.9
Caledonia,Houston,2015,7,69.5
Caledonia,Houston,2015,8,67.5
Caledonia,Houston,2015,9,66.5
Caledonia,Houston,2015,10,50.7
Caledonia,Houston,2015,11,40
Caledonia,Houston,2015,12,32.1
Caledonia,Houston,2016,1,14.8
Caledonia,Houston,2016,2,23
Caledonia,Houston,2016,3,37.6
Caledonia,Houston,2016,4,46.5
Caledonia,Houston,2016,5,57.6
Caledonia,Houston,2016,6,68.4
Caledonia,Houston,2016,7,71.4
Caledonia,Houston,2016,8,70.4
Caledonia,Houston,2016,9,63.9
Caledonia,Houston,2016,10,51.7
Caledonia,Houston,2016,11,42.2
Caledonia,Houston,2016,12,22.2
Preston,Fillmore,2007,1,19.3
Preston,Fillmore,2007,2,9.7
Preston,Fillmore,2007,3,34.7
Preston,Fillmore,2007,4,43.8
Preston,Fillmore,2007,5,60.9
Preston,Fillmore,2007,6,67.8
Preston,Fillmore,2007,7,70.3
Preston,Fillmore,2007,8,69.9
Preston,Fillmore,2007,9,62.1
Preston,Fillmore,2007,10,53.7
Preston,Fillmore,2007,11,32.9
Preston,Fillmore,2007,12,16.8
Preston,Fillmore,2008,1,11.8
Preston,Fillmore,2008,2,12.5
Preston,Fillmore,2008,3,26.4
Preston,Fillmore,2008,4,43.1
Preston,Fillmore,2008,5,53.8
Preston,Fillmore,2008,6,65.9
Preston,Fillmore,2008,7,71.5
Preston,Fillmore,2008,8,67.8
Preston,Fillmore,2008,9,62.8
Preston,Fillmore,2008,10,47.9
Preston,Fillmore,2008,11,34.7
Preston,Fillmore,2008,12,13.1
Preston,Fillmore,2009,1,5.7
Preston,Fillmore,2009,2,21.2
Preston,Fillmore,2009,3,32.1
Preston,Fillmore,2009,4,44.7
Preston,Fillmore,2009,5,56.9
Preston,Fillmore,2009,6,65.3
Preston,Fillmore,2009,7,65.6
Preston,Fillmore,2009,8,66.4
Preston,Fillmore,2009,9,62.2
Preston,Fillmore,2009,10,43
Preston,Fillmore,2009,11,41.2
Preston,Fillmore,2009,12,17.1
Preston,Fillmore,2010,1,11.5
Preston,Fillmore,2010,2,15.5
Preston,Fillmore,2010,3,37
Preston,Fillmore,2010,4,51.7
Preston,Fillmore,2010,5,57.9
Preston,Fillmore,2010,6,68.1
Preston,Fillmore,2010,7,73.5
Preston,Fillmore,2010,8,73.8
Preston,Fillmore,2010,9,59.5
Preston,Fillmore,2010,10,50.6
Preston,Fillmore,2010,11,35
Preston,Fillmore,2010,12,15.6
Preston,Fillmore,2011,1,11.5
Preston,Fillmore,2011,2,17.9
Preston,Fillmore,2011,3,29.3
Preston,Fillmore,2011,4,44.1
Preston,Fillmore,2011,5,56.3
Preston,Fillmore,2011,6,67.3
Preston,Fillmore,2011,7,75.8
Preston,Fillmore,2011,8,70
Preston,Fillmore,2011,9,59.2
Preston,Fillmore,2011,10,51.2
Preston,Fillmore,2011,11,37.5
Preston,Fillmore,2011,12,25.6
Preston,Fillmore,2012,1,21
Preston,Fillmore,2012,2,27.8
Preston,Fillmore,2012,3,48.6
Preston,Fillmore,2012,4,47.2
Preston,Fillmore,2012,5,62.2
Preston,Fillmore,2012,6,69.1
Preston,Fillmore,2012,7,76.9
Preston,Fillmore,2012,8,67.8
Preston,Fillmore,2012,9,58.7
Preston,Fillmore,2012,10,45.8
Preston,Fillmore,2012,11,36.6
Preston,Fillmore,2012,12,23.9
Preston,Fillmore,2013,1,16.9
Preston,Fillmore,2013,2,18.2
Preston,Fillmore,2013,3,24
Preston,Fillmore,2013,4,39.5
Preston,Fillmore,2013,5,55.8
Preston,Fillmore,2013,6,66
Preston,Fillmore,2013,7,70.3
Preston,Fillmore,2013,8,69.2
Preston,Fillmore,2013,9,62.8
Preston,Fillmore,2013,10,47.7
Preston,Fillmore,2013,11,31.2
Preston,Fillmore,2013,12,13.8
Preston,Fillmore,2014,1,7.1
Preston,Fillmore,2014,2,6.1
Preston,Fillmore,2014,3,23.4
Preston,Fillmore,2014,4,42.3
Preston,Fillmore,2014,5,55.5
Preston,Fillmore,2014,6,68.3
Preston,Fillmore,2014,7,67
Preston,Fillmore,2014,8,69.8
Preston,Fillmore,2014,9,60.3
Preston,Fillmore,2014,10,46.4
Preston,Fillmore,2014,11,25.4
Preston,Fillmore,2014,12,24.7
Preston,Fillmore,2015,1,16.4
Preston,Fillmore,2015,2,7.4
Preston,Fillmore,2015,3,30.3
Preston,Fillmore,2015,4,45.9
Preston,Fillmore,2015,5,57.1
Preston,Fillmore,2015,6,65.7
Preston,Fillmore,2015,7,68.5
Preston,Fillmore,2015,8,66.3
Preston,Fillmore,2015,9,66.3
Preston,Fillmore,2015,10,49.4
Preston,Fillmore,2015,11,39.8
Preston,Fillmore,2015,12,31.5
Preston,Fillmore,2016,1,14.8
Preston,Fillmore,2016,2,22.4
Preston,Fillmore,2016,3,37.2
Preston,Fillmore,2016,4,46.2
Preston,Fillmore,2016,5,56.3
Preston,Fillmore,2016,6,67.9
Preston,Fillmore,2016,7,70.5
Preston,Fillmore,2016,8,69.9
Preston,Fillmore,2016,9,63.5
Preston,Fillmore,2016,10,50.8
Preston,Fillmore,2016,11,41.9
Preston,Fillmore,2016,12,20.3
Winona,Winona,2007,1,21.4
Winona,Winona,2007,2,12.3
Winona,Winona,2007,3,36.6
Winona,Winona,2007,4,45.2
Winona,Winona,2007,5,61.7
Winona,Winona,2007,6,69.1
Winona,Winona,2007,7,71.4
Winona,Winona,2007,8,69.6
Winona,Winona,2007,9,63.4
Winona,Winona,2007,10,54.9
Winona,Winona,2007,11,34.9
Winona,Winona,2007,12,18.3
Winona,Winona,2008,1,13.7
Winona,Winona,2008,2,11.2
Winona,Winona,2008,3,26.9
Winona,Winona,2008,4,44
Winona,Winona,2008,5,55.6
Winona,Winona,2008,6,66.7
Winona,Winona,2008,7,70.7
Winona,Winona,2008,8,68.6
Winona,Winona,2008,9,62.9
Winona,Winona,2008,10,49.1
Winona,Winona,2008,11,34.9
Winona,Winona,2008,12,13.1
Winona,Winona,2009,1,6
Winona,Winona,2009,2,22.9
Winona,Winona,2009,3,35.1
Winona,Winona,2009,4,46.8
Winona,Winona,2009,5,57.7
Winona,Winona,2009,6,65.9
Winona,Winona,2009,7,66.7
Winona,Winona,2009,8,68
Winona,Winona,2009,9,64.7
Winona,Winona,2009,10,43.9
Winona,Winona,2009,11,42.6
Winona,Winona,2009,12,20.1
Winona,Winona,2010,1,13.4
Winona,Winona,2010,2,17.2
Winona,Winona,2010,3,38.6
Winona,Winona,2010,4,53.5
Winona,Winona,2010,5,58.4
Winona,Winona,2010,6,67.9
Winona,Winona,2010,7,73.2
Winona,Winona,2010,8,75
Winona,Winona,2010,9,59.7
Winona,Winona,2010,10,53.7
Winona,Winona,2010,11,36.7
Winona,Winona,2010,12,15.7
Winona,Winona,2011,1,11.7
Winona,Winona,2011,2,19
Winona,Winona,2011,3,30.1
Winona,Winona,2011,4,44.7
Winona,Winona,2011,5,56.8
Winona,Winona,2011,6,67.8
Winona,Winona,2011,7,76.4
Winona,Winona,2011,8,72.3
Winona,Winona,2011,9,60.8
Winona,Winona,2011,10,53.6
Winona,Winona,2011,11,40
Winona,Winona,2011,12,27.4
